Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
CBPS	carbamoyl-phosphate synthase (glutamine-hydrolysing)	h2o[c] + 2 atp[c] + gln-L[c] + hco3[c]  -> 2 h[c] + glu-L[c] + 2 adp[c] + pi[c] + cbp[c] 	(SCO1483 and SCO1484)	0	  0.00	1000.00	  0.00
CPTRCA	N-carbamoylputrescine amidase	2 h[c] + h2o[c] + cptrc[c]  -> co2[c] + nh4[c] + ptrc[c] 	SCO6414	0	  0.00	1000.00	  0.00
DDPGA	2-dehydro-3-deoxy-phosphogluconate aldolase	4h2oglt[c]  <=> pyr[c] + glx[c] 	(SCO0852 or SCO2298 or SCO3473 or SCO3495)	1	-1000.00	1000.00	  0.00
EHGLAT	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase	akg[c] + e4hglu[c]  -> glu-L[c] + 4h2oglt[c] 	(SCO4645 or SCO3658)	0	  0.00	1000.00	  0.00
G5SADs	L-glutamate 5-semialdehyde dehydratase (spontaneous)	glu5sa[c]  -> h[c] + h2o[c] + 1pyr5c[c] 	s0001	0	  0.00	1000.00	  0.00
G5SD	glutamate-5-semialdehyde dehydrogenase	nadph[c] + h[c] + glu5p[c]  -> nadp[c] + pi[c] + glu5sa[c] 	SCO2585	0	  0.00	1000.00	  0.00
GLU5K	glutamate 5-kinase	glu-L[c] + atp[c]  -> adp[c] + glu5p[c] 	SCO2587	0	  0.00	1000.00	  0.00
HPROb	L-hydroxyproline reductase (NADP)	nadph[c] + 2 h[c] + 1p3h5c[c]  -> nadp[c] + 4hpro-LT[c] 	SCO3337	0	  0.00	1000.00	  0.00
MTAN	methylthioadenosine nucleosidase	h2o[c] + 5mta[c]  -> ade[c] + 5mtr[c] 	SCO5431	0	  0.00	1000.00	  0.00
OCBTi	ornithine carbamoyltransferase (irreversible)	cbp[c] + orn[c]  -> h[c] + pi[c] + citr-L[c] 	SCO5976	0	  0.00	1000.00	  0.00
ORNDC	Ornithine Decarboxylase	h[c] + orn[c]  -> co2[c] + ptrc[c] 	SCO6035	0	  0.00	1000.00	  0.00
ORNTA	ornithine transaminase	akg[c] + orn[c]  -> glu-L[c] + glu5sa[c] 	SCO1223	0	  0.00	1000.00	  0.00
ORNTAC	ornithine transacetylase	glu-L[c] + acorn[c]  <=> acglu[c] + orn[c] 	SCO1579	1	-1000.00	1000.00	  0.00
P5CD	1-pyrroline-5-carboxylate dehydrogenase	2 h2o[c] + nad[c] + 1pyr5c[c]  -> h[c] + nadh[c] + glu-L[c] 	SCO5520	0	  0.00	1000.00	  0.00
P5CR	pyrroline-5-carboxylate reductase	nadph[c] + 2 h[c] + 1pyr5c[c]  -> nadp[c] + pro-L[c] 	SCO3337	0	  0.00	1000.00	  0.00
PHCD	L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase	2 h2o[c] + nad[c] + 1p3h5c[c]  -> h[c] + nadh[c] + e4hglu[c] 	SCO5520	0	  0.00	1000.00	  0.00
PHCHGS	L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde	h[c] + h2o[c] + 1p3h5c[c]  <=> 4hglusa[c] 	s0001	1	-1000.00	1000.00	  0.00
PROD2	Proline dehydrogenase	pro-L[c] + fad[c]  -> h[c] + 1pyr5c[c] + fadh2[c] 		0	  0.00	1000.00	  0.00
PTRCTA	Putrescine Transaminase	akg[c] + ptrc[c]  -> glu-L[c] + 4abutn[c] 	SCO1284	0	  0.00	1000.00	  0.00
PUTA3	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	h2o[c] + nad[c] + glu5sa[c]  -> 2 h[c] + nadh[c] + glu-L[c] 	SCO5520	0	  0.00	1000.00	  0.00
SSALy	succinate-semialdehyde dehydrogenase (NADP)	nadp[c] + h2o[c] + sucsal[c]  -> nadph[c] + 2 h[c] + succ[c] 	(SCO1204 or SCO4780 or SCO7035)	0	  0.00	1000.00	  0.00
UREA	urease	2 h[c] + h2o[c] + urea[c]  -> co2[c] + 2 nh4[c] 	((SCO1234 and SCO1235 and SCO1236) or (SCO5525 and SCO5526))	0	  0.00	1000.00	  0.00
3OADPCOAT	3-oxoadipate CoA-transferase	succoa[c] + 3oxoadp[c]  -> oxadpcoa[c] + succ[c] 	(SCO6702 and SCO6703)	0	  0.00	1000.00	  0.00
4CMLCL	4-carboxymuconolactone decarboxylase	h[c] + 4cml[c]  -> co2[c] + 5odhf2a[c] 	(SCO6339 or SCO6697)	0	  0.00	1000.00	  0.00
MUCCY	3-carboxy-cis,cis-muconate cycloisomerase	h[c] + CCbuttc[c]  -> 4cml[c] 	SCO6698	0	  0.00	1000.00	  0.00
OXOAEL	3-oxoadipate enol-lactone hydrolase	h2o[c] + 5odhf2a[c]  -> h[c] + 3oxoadp[c] 	(SCO6339 or SCO6697)	0	  0.00	1000.00	  0.00
PCADYOX	protocatechuate 3,4-dioxygenase	o2[c] + 34dhbz[c]  -> 2 h[c] + CCbuttc[c] 	(SCO6699 and SCO6700)	0	  0.00	1000.00	  0.00
VNTDM	vanillate:oxygen oxidoreductase (demethylating)	h[c] + o2[c] + nadh[c] + vanlt[c]  -> h2o[c] + nad[c] + fald[c] + 34dhbz[c] 	SCO6680	0	  0.00	1000.00	  0.00
AACOATi	Acetoacetyl-CoA:acetate CoA-transferase	coa[c] + atp[c] + acac[c]  -> amp[c] + ppi[c] + aacoa[c] 	SCO1393	0	  0.00	1000.00	  0.00
BDH	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase	nad[c] + bhb[c]  <=> h[c] + nadh[c] + acac[c] 	SCO1012	1	-1000.00	1000.00	  0.00
IBMi	isobutyryl-CoA mutase (irreversible)	ibcoa[c]  -> btcoa[c] 	(SCO5415 and (SCO4800 or SCO6833))	0	  0.00	1000.00	  0.00
CDAS1	Malonyl-CoA-ACP transacylase (calcium-dependent antibiotics ACP)	malcoa[c] + ACPcda[c]  <=> coa[c] + malACPcda[c] 	(SCO2387 and SCO3249)	1	-1000.00	1000.00	  0.00
CDAS10	fatty-acyl-ACP hydrolase	h2o[c] + hexACPcda[c]  -> h[c] + ACPcda[c] + hxa[c] 		0	  0.00	1000.00	  0.00
CDAS11	acyl-CoA dehydrogenase (hexanoyl-CoA)	o2[c] + hxcoa[c]  -> h2o2[c] + hx2coa[c] 	SCO3247	0	  0.00	1000.00	  0.00
CDAS12	hexenoyl-CoA monooxygenase	nadph[c] + h[c] + o2[c] + hx2coa[c]  -> nadp[c] + h2o[c] + ephxcoa[c] 	SCO3245	0	  0.00	1000.00	  0.00
CDAS13	4-hydroxymandelate synthase	o2[c] + 34hpp[c]  -> co2[c] + 4hmda[c] 	SCO3229	0	  0.00	1000.00	  0.00
CDAS14a	4-hydroxymandelate oxidase	o2[c] + 4hmda[c]  -> h2o2[c] + 4hpglx[c] 	SCO3228	0	  0.00	1000.00	  0.00
CDAS14b	4-hydroxymandelate oxidase	mqn9[c] + 4hmda[c]  -> mql9[c] + 4hpglx[c] 	SCO3228	0	  0.00	1000.00	  0.00
CDAS15	4-hydroxyphenylglycine aminotransferase	glu-L[c] + 4hpglx[c]  <=> akg[c] + 4hpgly[c] 	SCO3227	1	-1000.00	1000.00	  0.00
CDAS16	glutamate-3-methyltransferase	glu-L[c] + 5mthf[c]  -> h[c] + meglu[c] + thf[c] 	SCO3215	0	  0.00	1000.00	  0.00
CDAS17	calcium-dependent antibiotics non-ribosomal peptide synthetase	asn-L[c] + 3 asp-L[c] + 11 atp[c] + gly[c] + ephxcoa[c] + 4hpgly[c] + meglu[c] + ser-L[c] + thr-L[c] + 2 trp-L[c]  -> coa[c] + 11 h[c] + 11 amp[c] + 11 ppi[c] + CDAint1[c] 	(SCO3230 and SCO3231 and SCO3232)	0	  0.00	1000.00	  0.00
CDAS18	asparagine oxygenase (calcium-dependent antibiotics)	o2[c] + akg[c] + CDAint1[c]  -> co2[c] + succ[c] + CDAint2[c] 	SCO3236	0	  0.00	1000.00	  0.00
CDAS19	3-hydroxyasparagine phosphotransferase (calcium-dependent antibiotics)	atp[c] + CDAint2[c]  -> h[c] + adp[c] + CDA[c] 	SCO3234	0	  0.00	1000.00	  0.00
CDAS2	beta-ketoacyl-ACP synthase (2) (calcium-dependent antibiotics ACP)	h[c] + accoa[c] + malACPcda[c]  -> coa[c] + co2[c] + actACPcda[c] 	(SCO3246 and SCO3249)	0	  0.00	1000.00	  0.00
CDAS3	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	nadph[c] + h[c] + actACPcda[c]  <=> nadp[c] + 3haACPcda[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
CDAS4	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	3haACPcda[c]  -> h2o[c] + but2eACPcda[c] 		0	  0.00	1000.00	  0.00
CDAS5x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	h[c] + nadh[c] + but2eACPcda[c]  -> nad[c] + butACPcda[c] 	SCO1814	0	  0.00	1000.00	  0.00
CDAS5y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)	nadph[c] + h[c] + but2eACPcda[c]  -> nadp[c] + butACPcda[c] 	SCO1814	0	  0.00	1000.00	  0.00
CDAS6	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	h[c] + malACPcda[c] + butACPcda[c]  -> co2[c] + ACPcda[c] + 3ohexACPcda[c] 	SCO3248	0	  0.00	1000.00	  0.00
CDAS7	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	nadph[c] + h[c] + 3ohexACPcda[c]  <=> nadp[c] + 3hhexACPcda[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
CDAS8	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	3hhexACPcda[c]  -> h2o[c] + thex2eACPcda[c] 		0	  0.00	1000.00	  0.00
CDAS9x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	h[c] + nadh[c] + thex2eACPcda[c]  -> nad[c] + hexACPcda[c] 	SCO1814	0	  0.00	1000.00	  0.00
CDAS9y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	nadph[c] + h[c] + thex2eACPcda[c]  -> nadp[c] + hexACPcda[c] 	SCO1814	0	  0.00	1000.00	  0.00
3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	3hdecACP[c]  -> h2o[c] + tdec2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD110	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C11:0)	3hundcaACP[c]  -> h2o[c] + tundca2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	3hddecACP[c]  -> h2o[c] + tddec2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	3hcddec5eACP[c]  -> h2o[c] + t3c5ddeceACP[c] 		0	  0.00	1000.00	  0.00
3HAD130	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C13:0)	3htridcaACP[c]  -> h2o[c] + ttridca2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	3hmrsACP[c]  -> h2o[c] + tmrs2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD141	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	3hcmrs7eACP[c]  -> h2o[c] + t3c7mrseACP[c] 		0	  0.00	1000.00	  0.00
3HAD150	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C15:0)	3hptdcaACP[c]  -> h2o[c] + tptdca2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	3hpalmACP[c]  -> h2o[c] + tpalm2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	3hcpalm9eACP[c]  -> h2o[c] + t3c9palmeACP[c] 		0	  0.00	1000.00	  0.00
3HAD170	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C17:0)	3hhepdcaACP[c]  -> h2o[c] + thepdca2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD180	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)	3hoctaACP[c]  -> h2o[c] + toctd2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD181	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)	3hcvac11eACP[c]  -> h2o[c] + t3c11vaceACP[c] 		0	  0.00	1000.00	  0.00
3HAD40	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	3haACP[c]  -> h2o[c] + but2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD50	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C5:0)	3hptnACP[c]  -> h2o[c] + tptn2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	3hhexACP[c]  -> h2o[c] + thex2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD70	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C7:0)	3hhepACP[c]  -> h2o[c] + thep2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	3hoctACP[c]  -> h2o[c] + toct2eACP[c] 		0	  0.00	1000.00	  0.00
3HAD90	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C9:0)	3hnonACP[c]  -> h2o[c] + tnon2eACP[c] 		0	  0.00	1000.00	  0.00
3HADai110	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C11:0)	3haiC11ACP[c]  -> h2o[c] + taiC112eACP[c] 		0	  0.00	1000.00	  0.00
3HADai130	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C13:0)	3haiC13ACP[c]  -> h2o[c] + taiC132eACP[c] 		0	  0.00	1000.00	  0.00
3HADai150	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C15:0)	3haiC15ACP[c]  -> h2o[c] + taiC152eACP[c] 		0	  0.00	1000.00	  0.00
3HADai170	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C17:0)	3haiC17ACP[c]  -> h2o[c] + taiC172eACP[c] 		0	  0.00	1000.00	  0.00
3HADai70	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C7:0)	3haiC7ACP[c]  -> h2o[c] + taiC72eACP[c] 		0	  0.00	1000.00	  0.00
3HADai90	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C9:0)	3haiC9ACP[c]  -> h2o[c] + taiC92eACP[c] 		0	  0.00	1000.00	  0.00
3HADi100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C10:0)	3hiC10ACP[c]  -> h2o[c] + tiC102eACP[c] 		0	  0.00	1000.00	  0.00
3HADi110	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C11:0)	3hiC11ACP[c]  -> h2o[c] + tiC112eACP[c] 		0	  0.00	1000.00	  0.00
3HADi120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C12:0)	3hiC12ACP[c]  -> h2o[c] + tiC122eACP[c] 		0	  0.00	1000.00	  0.00
3HADi130	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C13:0)	3hiC13ACP[c]  -> h2o[c] + tiC132eACP[c] 		0	  0.00	1000.00	  0.00
3HADi140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C14:0)	3hiC14ACP[c]  -> h2o[c] + tiC142eACP[c] 		0	  0.00	1000.00	  0.00
3HADi150	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C15:0)	3hiC15ACP[c]  -> h2o[c] + tiC152eACP[c] 		0	  0.00	1000.00	  0.00
3HADi160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C16:0)	3hiC16ACP[c]  -> h2o[c] + tiC162eACP[c] 		0	  0.00	1000.00	  0.00
3HADi170	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C17:0)	3hiC17ACP[c]  -> h2o[c] + tiC172eACP[c] 		0	  0.00	1000.00	  0.00
3HADi180	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C18:0)	3hiC18ACP[c]  -> h2o[c] + tiC182eACP[c] 		0	  0.00	1000.00	  0.00
3HADi60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C6:0)	3hiC6ACP[c]  -> h2o[c] + tiC62eACP[c] 		0	  0.00	1000.00	  0.00
3HADi70	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C7:0)	3hiC7ACP[c]  -> h2o[c] + tiC72eACP[c] 		0	  0.00	1000.00	  0.00
3HADi80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C8:0)	3hiC8ACP[c]  -> h2o[c] + tiC82eACP[c] 		0	  0.00	1000.00	  0.00
3HADi90	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C9:0)	3hiC9ACP[c]  -> h2o[c] + tiC92eACP[c] 		0	  0.00	1000.00	  0.00
3OAR100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	nadph[c] + h[c] + 3odecACP[c]  <=> nadp[c] + 3hdecACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR110	3-oxoacyl-[acyl-carrier-protein] reductase (n-C11:0)	nadph[c] + h[c] + 3oundcaACP[c]  <=> nadp[c] + 3hundcaACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	nadph[c] + h[c] + 3oddecACP[c]  <=> nadp[c] + 3hddecACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	nadph[c] + h[c] + 3ocddec5eACP[c]  <=> nadp[c] + 3hcddec5eACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR130	3-oxoacyl-[acyl-carrier-protein] reductase (n-C13:0)	nadph[c] + h[c] + 3otridcaACP[c]  <=> nadp[c] + 3htridcaACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR140	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	nadph[c] + h[c] + 3omrsACP[c]  <=> nadp[c] + 3hmrsACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR141	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	nadph[c] + h[c] + 3ocmrs7eACP[c]  <=> nadp[c] + 3hcmrs7eACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR150	3-oxoacyl-[acyl-carrier-protein] reductase (n-C15:0)	nadph[c] + h[c] + 3optdcaACP[c]  <=> nadp[c] + 3hptdcaACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR160	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)	nadph[c] + h[c] + 3opalmACP[c]  <=> nadp[c] + 3hpalmACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR161	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)	nadph[c] + h[c] + 3ocpalm9eACP[c]  <=> nadp[c] + 3hcpalm9eACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR170	3-oxoacyl-[acyl-carrier-protein] reductase (n-C17:0)	nadph[c] + h[c] + 3ohepdcaACP[c]  <=> nadp[c] + 3hhepdcaACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR180	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	nadph[c] + h[c] + 3ooctdACP[c]  <=> nadp[c] + 3hoctaACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	nadph[c] + h[c] + 3ocvac11eACP[c]  <=> nadp[c] + 3hcvac11eACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR40	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	nadph[c] + h[c] + actACP[c]  <=> nadp[c] + 3haACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR50	3-oxoacyl-[acyl-carrier-protein] reductase (n-C5:0)	nadph[c] + h[c] + 3optnACP[c]  <=> nadp[c] + 3hptnACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR60	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	nadph[c] + h[c] + 3ohexACP[c]  <=> nadp[c] + 3hhexACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR70	3-oxoacyl-[acyl-carrier-protein] reductase (n-C7:0)	nadph[c] + h[c] + 3ohepACP[c]  <=> nadp[c] + 3hhepACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR80	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	nadph[c] + h[c] + 3ooctACP[c]  <=> nadp[c] + 3hoctACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OAR90	3-oxoacyl-[acyl-carrier-protein] reductase (n-C9:0)	nadph[c] + h[c] + 3ononACP[c]  <=> nadp[c] + 3hnonACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARai110	3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C11:0)	nadph[c] + h[c] + 3oaiC11ACP[c]  <=> nadp[c] + 3haiC11ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARai130	3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C13:0)	nadph[c] + h[c] + 3oaiC13ACP[c]  <=> nadp[c] + 3haiC13ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARai150	3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C15:0)	nadph[c] + h[c] + 3oaiC15ACP[c]  <=> nadp[c] + 3haiC15ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARai170	3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C17:0)	nadph[c] + h[c] + 3oaiC17ACP[c]  <=> nadp[c] + 3haiC17ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARai70	3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C7:0)	nadph[c] + h[c] + 3oaiC7ACP[c]  <=> nadp[c] + 3haiC7ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARai90	3-oxoacyl-[acyl-carrier-protein] reductase (ante-iso-C9:0)	nadph[c] + h[c] + 3oaiC9ACP[c]  <=> nadp[c] + 3haiC9ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi100	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C10:0)	nadph[c] + h[c] + 3oiC10ACP[c]  <=> nadp[c] + 3hiC10ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi110	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C11:0)	nadph[c] + h[c] + 3oiC11ACP[c]  <=> nadp[c] + 3hiC11ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi120	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C12:0)	nadph[c] + h[c] + 3oiC12ACP[c]  <=> nadp[c] + 3hiC12ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi130	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C13:0)	nadph[c] + h[c] + 3oiC13ACP[c]  <=> nadp[c] + 3hiC13ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi140	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C14:0)	nadph[c] + h[c] + 3oiC14ACP[c]  <=> nadp[c] + 3hiC14ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi150	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C15:0)	nadph[c] + h[c] + 3oiC15ACP[c]  <=> nadp[c] + 3hiC15ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi160	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C16:0)	nadph[c] + h[c] + 3oiC16ACP[c]  <=> nadp[c] + 3hiC16ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
3OARi170	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C17:0)	nadph[c] + h[c] + 3oiC17ACP[c]  <=> nadp[c] + 3hiC17ACP[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
